tier,topic_id,paper_count,macro_id,top5_kw,tier_label
T2_medium,59,155,12,"distillation, teacher, student, knowledge distillation, knowledge",2020-2023
T2_medium,60,152,12,"explanations, attribution, explanation, concept, attribution methods",2020-2023
T2_medium,61,150,0,"vqa, visual question, visual, answering, question",2020-2023
T2_medium,62,148,3,"segmentation, medical image, medical, image segmentation, image",2020-2023
T2_medium,63,147,3,"facial, expression, facial expression, expression recognition, au",2020-2023
T2_medium,64,146,0,"parsing, dependency, parser, treebank, parsers",2020-2023
T2_medium,65,144,12,"code, program, code generation, programming, source code",2020-2023
T2_medium,66,142,8,"plant, crop, species, weed, leaf",2020-2023
T2_medium,67,141,0,"sentiment, aspect, absa, sentiment analysis, aspectbased",2020-2023
T2_medium,68,134,5,"tensor, matrix, lowrank, nonnegative, decomposition",2020-2023
T2_medium,69,133,6,"weather, precipitation, climate, air, forecasting",2020-2023
T2_medium,70,133,12,"explanations, explanation, rationales, rationale, nlp",2020-2023
T2_medium,71,132,0,"linguistic, language, language models, syntactic, brain",2020-2023
T2_medium,72,132,0,"gans, gan, generative adversarial, adversarial networks, generative",2020-2023
T2_medium,73,129,3,"handwritten, ocr, handwriting, character, recognition",2020-2023
T2_medium,74,129,3,"vision, vision transformers, transformers, vision transformer, vits",2020-2023
T2_medium,75,127,12,"traffic, driving, control, traffic signal, signal control",2020-2023
T2_medium,76,125,12,"legal, court, law, legal documents, documents",2020-2023
T2_medium,77,123,0,"nas, search, architecture search, neural architecture, architecture",2020-2023
T2_medium,78,119,3,"video, video object, segmentation, object segmentation, object",2020-2023
T2_medium,79,117,3,"deepfake, forgery, deepfake detection, deepfakes, forgery detection",2020-2023
T2_medium,80,117,5,"multiview, clustering, manifold, hyperbolic, multiview clustering",2020-2023
T2_medium,81,117,0,"captioning, image captioning, captions, caption, image",2020-2023
T2_medium,82,111,3,"face, antispoofing, morphing, face antispoofing, face recognition",2020-2023
T2_medium,83,110,0,"gec, correction, spelling, error correction, grammatical",2020-2023
T2_medium,84,109,5,"topic, topics, topic modeling, topic models, clustering",2020-2023
T2_medium,85,109,0,"twitter, tweets, social, social media, media",2020-2023
T2_medium,86,108,0,"event, event extraction, extraction, events, argument",2020-2023
T2_medium,87,107,2,"fuzzy, rough, decision, rough set, intervalvalued",2020-2023
T2_medium,88,107,12,"reasoning, logical, prompting, llms, logical reasoning",2020-2023
T2_medium,89,107,1,"cancer, breast, wsi, slide, cell",2020-2023
T2_medium,90,106,0,"disentangled, disentanglement, latent, vae, latent space",2020-2023
T2_medium,91,102,1,"reports, chest, radiology, medical, xray",2020-2023
T2_medium,92,102,3,"video, grounding, moment, retrieval, videos",2020-2023
T2_medium,93,99,0,"commonsense, commonsense knowledge, commonsense reasoning, knowledge, reasoning",2020-2023
T2_medium,94,99,5,"augmentation, data augmentation, robustness, mixup, image",2020-2023
T2_medium,95,98,3,"slam, localization, odometry, camera, vslam",2020-2023
T2_medium,96,98,12,"explanations, explanation, decision, xai, ml",2020-2023
T2_medium,97,96,3,"multimodal, emotion, emotion recognition, multimodal sentiment, modalities",2020-2023
T2_medium,98,96,3,"sign, sign language, language recognition, language, gestures",2020-2023
T2_medium,99,93,12,"safe, safety, rl, reinforcement learning, reinforcement",2020-2023
T2_medium,100,91,12,"ontology, ontologies, owl, web, ontological",2020-2023
T2_medium,101,91,3,"intent, intent detection, intents, slot, slot filling",2020-2023
T2_medium,102,91,3,"hyperspectral, change detection, change, hsi, hyperspectral image",2020-2023
T2_medium,103,88,9,"battery, energy, charging, power, electric",2020-2023
T2_medium,104,88,3,"satellite, imagery, land, satellite imagery, forest",2020-2023
T2_medium,105,87,3,"pose, 6d, pose estimation, object pose, estimation",2020-2023
T2_medium,106,86,3,"illumination, lighting, relighting, reflectance, rendering",2020-2023
T2_medium,107,85,3,"depth, depth estimation, monocular depth, monocular, estimation",2020-2023
T2_medium,108,84,0,"compositional, compositional generalization, semantic parsing, parsing, generalization",2020-2023
T2_medium,109,83,5,"pruning, filters, network pruning, channel pruning, pruning methods",2020-2023
T2_medium,110,82,3,"instance segmentation, segmentation, instance, mask, masks",2020-2023
T2_medium,111,82,4,"brain, disease, functional, pd, alzheimers",2020-2023
T2_medium,112,82,5,"clustering, kmeans, cluster, clusters, biclustering",2020-2023
T2_medium,113,81,0,"morphological, hebrew, bert, languages, word segmentation",2020-2023
T2_medium,114,81,0,"editing, latent, stylegan, inversion, gan",2020-2023
T2_medium,115,80,0,"pruning, bert, compression, pretrained, language",2020-2023
T2_medium,116,80,3,"salient, salient object, sod, saliency, object detection",2020-2023
T2_medium,117,79,3,"scene text, text, text detection, text recognition, scene",2020-2023
T2_medium,118,78,12,"ml, machine learning, reproducibility, machine, datacentric",2020-2023
T2_medium,119,78,5,"bayesian optimization, bo, bayesian, optimization, blackbox",2020-2023
T2_medium,120,78,12,"kgs, knowledge graphs, logical, reasoning, rules",2020-2023
T2_medium,121,76,5,"equivariant, equivariance, symmetry, group, transformations",2020-2023
T2_medium,122,76,12,"communication, emergent, agents, referential, emergent communication",2020-2023
T2_medium,123,76,0,"verification, lipschitz, neural networks, networks, neural",2020-2023
T2_medium,124,75,12,"argument, arguments, argumentative, argumentation, argument mining",2020-2023
T2_medium,125,75,3,"hand, hands, hand pose, contact, pose",2020-2023
T2_medium,126,73,0,"music, poetry, lyrics, poems, song",2020-2023
T2_medium,127,73,5,"trees, decision trees, decision, fuzzy, tree",2020-2023
T2_medium,128,73,3,"optical flow, flow, optical, event, flow estimation",2020-2023
T2_medium,129,72,3,"license, plate, license plate, pedestrian, vehicle",2020-2023
T2_medium,130,72,0,"sentiment, sentiment analysis, analysis, reviews, lexicon",2020-2023
T2_medium,131,72,3,"emotion, emotions, emotioncause, emotion detection, pair extraction",2020-2023
T2_medium,132,72,3,"registration, point, cloud registration, point cloud, cloud",2020-2023
T2_medium,133,72,12,"pomdp, pomdps, observable, partially observable, belief",2020-2023
T2_medium,134,71,0,"texttosql, sql, parsing, database, sql queries",2020-2023
T2_medium,135,71,12,"counterfactual, counterfactual explanations, explanations, counterfactuals, explanation",2020-2023
T2_medium,136,71,3,"motion, human motion, human, motion prediction, motions",2020-2023
T2_medium,137,70,5,"graph, text, graphtotext, text classification, graphs",2020-2023
T2_medium,138,70,0,"coreference, coreference resolution, resolution, mentions, mention",2020-2023
T2_medium,139,69,3,"surgical, surgery, instrument, endoscopic, instruments",2020-2023
T2_medium,140,68,3,"metalearning, maml, meta, fewshot, meta learning",2020-2023
T2_medium,141,68,5,"noisy, label noise, noise, noisy labels, label",2020-2023
T2_medium,142,68,0,"product, ecommerce, reviews, opinion, summarization",2020-2023
T2_medium,143,68,4,"eeg, eeg signals, signals, bci, eeg data",2020-2023
T2_medium,144,68,0,"medical, questions, clinical, qa, question",2020-2023
T2_medium,145,68,0,"covid19, tweets, vaccines, pandemic, vaccine",2020-2023
T2_medium,146,67,0,"depression, mental, mental health, social media, media",2020-2023
T2_medium,147,67,0,"multihop, reasoning, question, multihop question, multihop reasoning",2020-2023
T2_medium,148,67,1,"ai, medical, explainable, healthcare, clinical",2020-2023
T2_medium,149,67,3,"action recognition, skeletonbased, action, skeleton, skeletonbased action",2020-2023
T2_medium,150,67,3,"saliency, saliency maps, maps, saliency prediction, gaze",2020-2023
T2_medium,151,66,5,"recommendation, user, ctr, ctr prediction, feature interactions",2020-2023
T2_medium,152,66,3,"registration, image registration, deformation, shape, image",2020-2023
T2_medium,153,66,12,"answer set, asp, set programming, answer, programming",2020-2023
T2_medium,154,65,0,"audiovisual, audio, sound, sounding, visual",2020-2023
T2_medium,155,65,5,"ssl, semisupervised, semisupervised learning, unlabeled, unlabeled data",2020-2023
T2_medium,156,65,13,"fashion, aesthetic, product, products, attributes",2020-2023
T2_medium,157,65,0,"domain, adaptation, semantic segmentation, domain adaptation, segmentation",2020-2023
T2_medium,158,64,5,"ssl, selfsupervised, selfsupervised learning, learning ssl, augmentations",2020-2023
T2_medium,159,64,0,"paraphrase, paraphrase generation, paraphrases, paraphrasing, plagiarism",2020-2023
T2_medium,160,64,7,"process, process mining, conformance, logs, event",2020-2023
T2_medium,161,63,12,"revision, logic, belief, model counting, probabilistic",2020-2023
T2_medium,162,63,5,"clustering, contrastive, image clustering, deep clustering, category discovery",2020-2023
T2_medium,163,63,7,"fault, fault diagnosis, diagnosis, damage, monitoring",2020-2023
T2_medium,164,62,0,"financial, stock, sentiment, market, prices",2020-2023
T2_medium,165,62,3,"reconstruction, inverse problems, imaging, inverse, compressed sensing",2020-2023
T2_medium,166,62,12,"claim, claims, factchecking, verification, evidence",2020-2023
T2_medium,167,62,12,"xai, explainable, ai, explanation, explanations",2020-2023
T2_medium,168,61,2,"quantum, quantum computing, qubo, classical, computers",2020-2023
T2_medium,169,61,0,"lip, talking, talking face, audio, facial",2020-2023
T2_medium,170,61,0,"imagetoimage, imagetoimage translation, image, synthesis, image synthesis",2020-2023
T2_medium,171,61,3,"mesh, meshes, shape, surface, surfaces",2020-2023
T2_medium,172,60,3,"localization, weakly, weakly supervised, object localization, object",2020-2023
T2_medium,173,60,5,"multilabel, label, labels, multilabel classification, pll",2020-2023
T2_medium,174,59,5,"bounds, pac, halfspaces, learnability, bound",2020-2023
T2_medium,175,59,12,"sat, solvers, constraint, constraints, solver",2020-2023
T2_medium,176,58,3,"zsl, zeroshot learning, zeroshot, classes, gzsl",2020-2023
T2_medium,177,58,12,"imitation, imitation learning, demonstrations, expert, expert demonstrations",2020-2023
T2_medium,178,58,3,"underwater, underwater image, enhancement, image enhancement, sonar",2020-2023
T2_medium,179,58,5,"scene graph, scene, graph generation, sgg, scene graphs",2020-2023
T2_medium,180,57,5,"imbalanced, imbalance, oversampling, class, imbalanced data",2020-2023
T2_medium,181,56,0,"face, editing, facial, attribute, latent",2020-2023
T2_medium,182,55,5,"multitask, multitask learning, mtl, tasks, learning mtl",2020-2023
T2_medium,183,54,0,"empathetic, empathy, emotion, emotional, response",2020-2023
T2_medium,184,53,3,"fingerprint, iris, fingerprints, presentation, vein",2020-2023
T2_medium,185,52,10,"ood, ood detection, outofdistribution, indistribution, outofdistribution detection",2020-2023
T2_medium,186,52,0,"dialogue, dialogue state, state tracking, dst, state",2020-2023
T2_medium,187,52,0,"story, stories, story generation, generation, narrative",2020-2023
T2_medium,188,51,0,"diffusion, diffusion models, denoising, generative, generative models",2020-2023
T2_medium,189,51,5,"transport, wasserstein, optimal transport, ot, barycenter",2020-2023
T2_medium,190,51,5,"contrastive, contrastive learning, selfsupervised, negative, negatives",2020-2023
T2_medium,191,50,5,"snns, spiking, spiking neural, snn, spike",2020-2023
T2_medium,192,50,12,"players, football, sports, team, player",2020-2023
T2_medium,193,49,0,"linking, entity linking, entity, el, entities",2020-2023
T2_medium,194,49,0,"dialogue summarization, summarization, dialogue, meeting, summaries",2020-2023
T2_medium,195,49,6,"imputation, missing, missing data, missing values, data imputation",2020-2023
T2_medium,196,49,7,"process, process monitoring, business process, business, predictive",2020-2023
T2_medium,197,48,14,"backdoor, byzantine, federated, attacks, federated learning",2020-2023
T2_medium,198,48,3,"crowd, counting, crowd counting, density, density map",2020-2023
T2_medium,199,48,12,"logic, ontologies, ontology, queries, logics",2020-2023
T2_medium,200,47,7,"drift, concept drift, concept, drift detection, change",2020-2023
T2_medium,201,47,12,"attacker, attack, reinforcement, rl, reinforcement learning",2020-2023
T2_medium,202,47,3,"rain, dehazing, deraining, image dehazing, haze",2020-2023
T2_medium,203,46,7,"fraud, fraud detection, transaction, transactions, payment",2020-2023
T2_medium,204,46,3,"multimodal, modalities, unimodal, multimodal learning, modality",2020-2023
T2_medium,205,45,0,"metaphor, idioms, literal, metaphors, idiomatic",2020-2023
T2_medium,206,45,4,"reservoir, reservoir computing, chaotic, rc, esns",2020-2023
T2_medium,207,45,0,"authorship, authorship attribution, texts, attribution, authors",2020-2023
T2_medium,208,45,12,"math, mwp, math word, word problems, word problem",2020-2023
T2_medium,209,45,4,"topological, persistence, persistent homology, homology, persistent",2020-2023
T2_medium,210,45,0,"languages, word order, word, change, words",2020-2023
T2_medium,211,45,12,"entity alignment, ea, alignment, entity, kgs",2020-2023
T2_medium,212,44,9,"ad, advertisers, advertising, bidding, ads",2020-2023
T2_medium,213,44,0,"political, news, media, media bias, bias",2020-2023
T2_medium,214,44,0,"dialogue, multimodal, multimodal dialogue, visual, dialogues",2020-2023
T2_medium,215,44,12,"students, knowledge tracing, student, tracing, kt",2020-2023
T2_medium,216,43,3,"building, buildings, building segmentation, satellite, segmentation",2020-2023
T2_medium,217,43,0,"kbqa, question, answering, question answering, sparql",2020-2023
T2_medium,218,43,3,"radar, radar data, fusion, sensor, mmwave",2020-2023
T2_medium,219,43,3,"frame, interpolation, frame interpolation, video, frames",2020-2023
T2_medium,220,43,3,"object detection, object, detector, detection, detectors",2020-2023
T2_medium,221,43,3,"gait, gait recognition, recognition, walking, recognition methods",2020-2023
T2_medium,222,42,3,"object detection, object, semantic segmentation, backbone, segmentation",2020-2023
T2_medium,223,42,3,"iot, things, devices, wireless, fingerprinting",2020-2023
T2_medium,224,42,5,"longtailed, longtailed recognition, tail, classes, balanced",2020-2023
T2_medium,225,42,12,"treatment, rl, reinforcement learning, reinforcement, health",2020-2023
T2_medium,226,42,3,"stereo, stereo matching, matching, disparity, cost volume",2020-2023
T2_medium,227,42,5,"attack, attacks, graph, gnns, node",2020-2023
T2_medium,228,42,7,"defect, inspection, defect detection, manufacturing, defects",2020-2023
T2_medium,229,42,3,"semantic segmentation, semisupervised semantic, segmentation, semisupervised, semantic",2020-2023
T2_medium,230,42,3,"image fusion, fusion, image, infrared, multifocus",2020-2023
T2_medium,231,41,0,"face, face recognition, fairness, bias, gender",2020-2023
T2_medium,232,41,3,"lane, lane detection, fisheye, lanes, driving",2020-2023
T2_medium,233,41,8,"crop, soil, food, agriculture, farmers",2020-2023
T2_medium,234,40,3,"watermarking, watermark, steganography, steganographic, watermarks",2020-2023
T2_medium,235,39,3,"hashing, hash, codes, image retrieval, retrieval",2020-2023
T2_medium,236,39,0,"keyphrase, keyphrase generation, keyphrases, keyphrase extraction, extraction",2020-2023
T2_medium,237,39,3,"har, activity, activity recognition, human activity, wearable",2020-2023
T2_medium,238,39,0,"knowledge, language models, pretrained language, lms, factual",2020-2023
T2_medium,239,38,3,"clip, visionlanguage, prompt, visionlanguage models, pretraining",2020-2023
T2_medium,240,38,3,"emotion, erc, emotion recognition, conversation, recognition conversation",2020-2023
T2_medium,241,38,5,"pruning, lottery, tickets, ticket, sparse",2020-2023
T2_medium,242,38,12,"temporal knowledge, temporal, tkg, knowledge graph, facts",2020-2023
T2_medium,243,38,0,"discourse, discourse parsing, parsing, rst, implicit discourse",2020-2023
T2_medium,244,38,5,"multilabel, label, extreme multilabel, labels, extreme",2020-2023
T2_medium,245,38,14,"fl, wireless, federated, edge, federated learning",2020-2023
T2_medium,246,38,12,"theorem, provers, proof, prover, proofs",2020-2023
T2_medium,247,37,3,"sketch, sketches, sketchbased, image retrieval, retrieval",2020-2023
T2_medium,248,37,5,"hyperparameter, hpo, hyperparameters, optimization, tuning",2020-2023
T2_medium,249,37,0,"annotators, conflict, annotator, crowdsourcing, annotation",2020-2023
T2_medium,250,37,3,"gaze, gaze estimation, eye, pupil, eyetracking",2020-2023
T2_medium,251,37,12,"game, games, agents, textbased, textbased games",2020-2023
T2_medium,252,36,3,"driving, vehicles, autonomous, corner, safety",2020-2023
T2_medium,253,36,0,"style, style transfer, text style, transfer, tst",2020-2023
T2_medium,254,36,3,"remote sensing, remote, sensing, damage, imagery",2020-2023
T2_medium,255,36,3,"sar, sar images, synthetic aperture, aperture, aperture radar",2020-2023
T2_medium,256,36,3,"attention, attention module, attention mechanisms, attention mechanism, attention maps",2020-2023
T2_medium,257,36,3,"quality assessment, quality, image quality, iqa, assessment",2020-2023
T2_medium,258,36,5,"gnns, graph neural, gnn, explanations, graph",2020-2023
T2_medium,259,36,0,"domain, adaptation, segmentation, domain adaptation, medical image",2020-2023
T2_medium,260,36,12,"argumentation, semantics, abstract argumentation, arguments, argumentation frameworks",2020-2023
T2_medium,261,36,0,"retrieval, dense, retro, query translation, passage retrieval",2020-2023
T2_medium,262,35,3,"pose, relocalization, camera, pose regression, localization",2020-2023
T2_medium,263,35,8,"food, recipes, recipe, dietary, cooking",2020-2023
T2_medium,264,35,3,"compression, image compression, coding, learned image, ratedistortion",2020-2023
T2_medium,265,35,3,"place recognition, place, vpr, visual place, descriptors",2020-2023
T2_medium,266,35,0,"transfer learning, transfer, transferability, target task, target",2020-2023
T2_medium,267,35,0,"video captioning, captioning, video, captions, dense video",2020-2023
T2_medium,268,35,3,"visionlanguage, vlp, pretraining, visionlanguage pretraining, crossmodal",2020-2023
T2_medium,269,34,0,"arabic, transliteration, languages, arabic language, african",2020-2023
T2_medium,270,34,0,"stance, stance detection, detection, stances, social",2020-2023
T2_medium,271,34,0,"weak supervision, weak, labeling, supervision, labels",2020-2023
T2_medium,272,34,12,"sports, soccer, player, players, sport",2020-2023
T2_medium,273,34,12,"distillation, kd, student, teacher, knowledge distillation",2020-2023
T2_medium,274,34,5,"metric learning, metric, deep metric, dml, similarity",2020-2023
T2_medium,275,34,0,"codemixed, sentiment, sentiment analysis, semeval2020, analysis codemixed",2020-2023
T2_medium,276,34,12,"codemixed, codeswitched, codeswitching, cs, hinglish",2020-2023
T2_medium,277,34,3,"3d, scene, 2d, 3d scene, object",2020-2023
T2_medium,278,34,5,"feature selection, selection, feature, features, selection methods",2020-2023
T2_medium,279,33,3,"inpainting, image inpainting, image, missing, texture",2020-2023
T2_medium,280,33,12,"rl, reinforcement, reinforcement learning, gym, openai",2020-2023
T2_medium,281,33,12,"robots, situated, collaborative, humanrobot, language instructions",2020-2023
T2_medium,282,33,5,"communication, distributed, sgd, gradient, compression",2020-2023
T2_medium,283,32,0,"recurrent, rnns, recurrent neural, rtrl, networks rnns",2020-2023
T2_medium,284,32,0,"video summarization, video, summarization, summary, videos",2020-2023
T2_medium,285,32,14,"privacy, federated, secure, federated learning, fl",2020-2023
T2_medium,286,32,0,"citation, papers, scientific, scholarly, citations",2020-2023
T2_medium,287,32,0,"sarcasm, sarcasm detection, sarcastic, sentiment, irony",2020-2023
T2_medium,288,32,5,"pooling, padding, convolution, convolutional, receptive",2020-2023
T2_medium,289,32,3,"lowlight, enhancement, image enhancement, lowlight image, color",2020-2023
T2_medium,290,32,0,"personality, traits, personality traits, personality prediction, mbti",2020-2023
T2_medium,291,31,3,"inverse, inverse design, design, inversion, wave",2020-2023
T2_medium,292,31,5,"augmentation, data augmentation, augmentation methods, augmentation techniques, data",2020-2023
T2_medium,293,31,0,"question generation, questions, question, generation, generated questions",2020-2023
T2_medium,294,31,0,"sentiment, sentiment analysis, languages, african, african languages",2020-2023
T2_medium,295,31,0,"gender, gender bias, translation, bias, machine translation",2020-2023
T2_medium,296,31,5,"ensemble, ensembles, ensemble learning, ecoc, ensemble method",2020-2023
T2_medium,297,31,7,"crack, road, cracks, pavement, road damage",2020-2023
T2_medium,298,31,0,"persona, dialogue, personas, personabased, partner",2020-2023
T2_medium,299,30,3,"iou, object, object detection, box, bounding",2020-2023
T2_medium,300,30,0,"semantic change, change, lexical semantic, change detection, lexical",2020-2023
T2_medium,301,30,3,"fewshot object, fewshot, fsod, object detection, object",2020-2023
T2_medium,302,30,12,"knowledge graphs, knowledge graph, knowledge, graphs, osm",2020-2023
T2_medium,303,30,3,"bev, perception, cooperative, vehicle, autonomous",2020-2023
T2_medium,304,30,1,"xray, ct, baggage, prohibited, reconstruction",2020-2023
T3_coarse,0,575,0,"dialogue, dialog, conversational, conversation, responses",2016-2020
T3_coarse,1,486,3,"speech, speech recognition, acoustic, asr, recognition",2016-2020
T3_coarse,2,444,0,"translation, machine translation, nmt, neural machine, machine",2016-2020
T3_coarse,3,421,14,"adversarial, attacks, adversarial examples, attack, examples",2016-2020
T3_coarse,4,375,3,"segmentation, ct, tumor, images, cancer",2016-2020
T3_coarse,5,323,0,"word, embeddings, word embeddings, sense, words",2016-2020
T3_coarse,6,274,5,"regret, bandit, bandits, multiarmed, arm",2016-2020
T3_coarse,7,273,5,"graph, graphs, node, nodes, embedding",2016-2020
T3_coarse,8,264,0,"question, comprehension, reading, answer, reading comprehension",2016-2020
T3_coarse,9,250,12,"ai, intelligence, artificial, artificial intelligence, ethical",2016-2020
T3_coarse,10,225,5,"networks, neural networks, neural, deep, functions",2016-2020
T3_coarse,11,222,12,"knowledge graph, knowledge, knowledge graphs, graph, graphs",2016-2020
T3_coarse,12,217,3,"action, action recognition, video, temporal, recognition",2016-2020
T3_coarse,13,216,0,"domain, domain adaptation, adaptation, target, source",2016-2020
T3_coarse,14,209,0,"gans, gan, generative, generative adversarial, adversarial networks",2016-2020
T3_coarse,15,208,12,"explanations, explanation, explainable, interpretability, interpretable",2016-2020
T3_coarse,16,203,0,"summarization, abstractive, summaries, extractive, summary",2016-2020
T3_coarse,17,191,3,"segmentation, semantic segmentation, semantic, instance segmentation, instance",2016-2020
T3_coarse,18,184,7,"anomaly, anomaly detection, detection, anomalies, outlier",2016-2020
T3_coarse,19,182,12,"reasoning, logic, theorem, proof, logical",2016-2020
T3_coarse,20,179,12,"asp, programming, answer set, sat, set programming",2016-2020
T3_coarse,21,173,14,"privacy, federated, private, federated learning, differential privacy",2016-2020
T3_coarse,22,169,3,"person, reidentification, person reidentification, reid, pedestrian",2016-2020
T3_coarse,23,169,0,"parsing, dependency, parser, dependency parsing, parsers",2016-2020
T3_coarse,24,166,3,"image, denoising, deblurring, imaging, reconstruction",2016-2020
T3_coarse,25,165,12,"routing, problem, search, solutions, vehicle routing",2016-2020
T3_coarse,26,152,3,"tracking, visual tracking, tracker, trackers, object",2016-2020
T3_coarse,27,146,0,"sentiment, sentiment analysis, emotion, analysis, polarity",2016-2020
T3_coarse,28,145,3,"object, object detection, detection, detectors, detector",2016-2020
T3_coarse,29,140,1,"clinical, medical, biomedical, health, records",2016-2020
T3_coarse,30,139,12,"causal, observational, variables, observational data, treatment",2016-2020
T3_coarse,31,135,3,"3d, shape, point, point cloud, cloud",2016-2020
T3_coarse,32,135,12,"reinforcement learning, reinforcement, reward, learning, robot",2016-2020
T3_coarse,33,134,5,"quantization, quantized, weights, hardware, precision",2016-2020
T3_coarse,34,133,0,"news, fake news, fake, stance, stance detection",2016-2020
T3_coarse,35,132,3,"depth, stereo, depth estimation, monocular, estimation",2016-2020
T3_coarse,36,130,12,"planning, plan, plans, planners, actions",2016-2020
T3_coarse,37,125,0,"style, style transfer, transfer, sketch, styles",2016-2020
T3_coarse,38,122,5,"gradient, stochastic, descent, sgd, gradient descent",2016-2020
T3_coarse,39,120,0,"fairness, fair, discrimination, protected, machine learning",2016-2020
T3_coarse,40,114,12,"ontology, ontologies, owl, web, semantic web",2016-2020
T3_coarse,41,113,0,"relation, relation extraction, extraction, distant supervision, distant",2016-2020
T3_coarse,42,112,3,"fewshot, metalearning, fewshot learning, fewshot classification, maml",2016-2020
T3_coarse,43,111,6,"financial, forecasting, time series, series, fraud",2016-2020
T3_coarse,44,109,12,"game, games, ai, video game, levels",2016-2020
T3_coarse,45,108,12,"instructions, robot, navigation, robots, language",2016-2020
T3_coarse,46,106,0,"vqa, visual question, question, visual, answering",2016-2020
T3_coarse,47,104,1,"patients, clinical, health, care, patient",2016-2020
T3_coarse,48,104,5,"convolutional, cnns, pooling, convolution, networks",2016-2020
T3_coarse,49,104,12,"multiagent, agents, multiagent reinforcement, reinforcement, communication",2016-2020
T3_coarse,50,103,12,"driving, traffic, autonomous, control, vehicles",2016-2020
T3_coarse,51,103,3,"emotion, multimodal, emotion recognition, modalities, emotional",2016-2020
T3_coarse,52,103,3,"saliency, salient, salient object, saliency maps, saliency map",2016-2020
T3_coarse,53,103,12,"game, games, playing, player, players",2016-2020
T3_coarse,54,100,4,"forgetting, catastrophic, catastrophic forgetting, continual, continual learning",2016-2020
T3_coarse,55,100,12,"uncertainty, bayesian, calibration, gaussian, ensemble",2016-2020
T3_coarse,56,96,3,"facial, expression, facial expression, expression recognition, pain",2016-2020
T3_coarse,57,94,3,"camera, slam, pose, cameras, odometry",2016-2020
T3_coarse,58,93,0,"captioning, image captioning, captions, image, caption",2016-2020
T3_coarse,59,92,3,"remote sensing, remote, sensing, satellite, imagery",2016-2020
T3_coarse,60,92,5,"bounds, mixture, bound, generalization, mixtures",2016-2020
T3_coarse,61,91,3,"hashing, hash, codes, retrieval, hashing methods",2016-2020
T3_coarse,62,91,0,"aspect, sentiment, reviews, sentiment analysis, aspectbased",2016-2020
T3_coarse,63,90,3,"face, face recognition, recognition, faces, facial",2016-2020
T3_coarse,64,89,5,"matrix, factorization, matrix factorization, lowrank, matrix completion",2016-2020
T3_coarse,65,89,0,"hate, hate speech, offensive, speech, social",2016-2020
T3_coarse,66,89,0,"music, poetry, musical, lyrics, poems",2016-2020
T3_coarse,67,87,5,"recommendation, recommender, items, user, users",2016-2020
T3_coarse,68,86,0,"generation, nlg, text generation, language generation, text",2016-2020
T3_coarse,69,86,3,"lidar, 3d, 3d object, point, object detection",2016-2020
T3_coarse,70,85,0,"latent, variational, vae, generative, autoencoders",2016-2020
T3_coarse,71,85,5,"labels, label, noise, label noise, semisupervised",2016-2020
T3_coarse,72,84,5,"topic, topics, topic models, topic modeling, topic model",2016-2020
T3_coarse,73,84,5,"pruning, compression, sparsity, pruned, filters",2016-2020
T3_coarse,74,82,5,"ensemble, imbalance, imbalanced, forest, oversampling",2016-2020
T3_coarse,75,81,2,"fuzzy, rough, decision, fuzzy sets, fri",2016-2020
T3_coarse,76,80,0,"recurrent, memory, rnn, recurrent neural, rnns",2016-2020
T3_coarse,77,79,1,"molecules, molecular, protein, chemical, drug",2016-2020
T3_coarse,78,77,3,"driving, trajectory, prediction, trajectory prediction, pedestrian",2016-2020
T3_coarse,79,77,0,"language, language models, neural language, language modeling, lstm",2016-2020
T3_coarse,80,77,12,"policy, policy gradient, actorcritic, gradient, policy optimization",2016-2020
T3_coarse,81,76,3,"handwritten, character, characters, character recognition, recognition",2016-2020
T3_coarse,82,76,0,"architecture search, search, nas, architecture, neural architecture",2016-2020
T3_coarse,83,73,12,"exploration, rl, reinforcement, reinforcement learning, dqn",2016-2020
T3_coarse,84,73,0,"gec, error correction, simplification, correction, grammatical",2016-2020
T3_coarse,85,73,13,"fashion, clothing, aesthetics, visual, image",2016-2020
T3_coarse,86,73,5,"clustering, kmeans, clusters, cluster, spectral clustering",2016-2020
T3_coarse,87,72,0,"law, words, change, word, semantic change",2016-2020
T3_coarse,88,72,5,"hyperparameter, optimization, bayesian optimization, bayesian, hyperparameters",2016-2020
T3_coarse,89,70,5,"distributed, communication, sgd, convergence, gradient",2016-2020
T3_coarse,90,70,5,"referring, visual, referring expression, relationships, objects",2016-2020
T3_coarse,91,70,3,"denoising, compression, image, restoration, image denoising",2016-2020
T3_coarse,92,69,0,"imagetoimage, imagetoimage translation, generative adversarial, image, generative",2016-2020
T3_coarse,93,69,3,"face, facial, landmark, face detection, face alignment",2016-2020
T3_coarse,94,68,3,"registration, image registration, deformation, image, symmetry",2016-2020
T3_coarse,95,68,3,"pose, 3d, human pose, 3d human, pose estimation",2016-2020
T3_coarse,96,68,12,"mdp, markov decision, markov, reward, policy",2016-2020
T3_coarse,97,68,3,"hand, sign, gesture, hand pose, sign language",2016-2020
T3_coarse,98,67,3,"superresolution, sr, image superresolution, image, hr",2016-2020
T3_coarse,99,66,12,"belief, theory, dempstershafer, belief functions, evidence",2016-2020
T3_coarse,100,66,3,"illumination, reflectance, color, lighting, light",2016-2020
T3_coarse,101,65,12,"argumentation, arguments, semantics, argument, argumentation frameworks",2016-2020
